00000000-0000-0000-0000-000000000000,Zero
00000000-0000-0000-0000-000000000000,EfiPartTypeUnused
00000000-0000-0000-0000-000000000000,EfiTpmDeviceInstanceNone
00160F8D-2B35-4DF2-BBE0-B272A8D631F0,FirmwarePerformanceDxe
00214CC1-06D1-45FE-9700-DCA5726AD7BF,ArmVirtPlatformLib
0049858F-8CA7-4CCD-918B-D952CBF32975,VirtioFdtDxe
0053D9D6-2659-4599-A26B-EF4536E631A9,ShellAlias
0065D394-9951-4144-82A3-0AFC8579C251,EfiPeiRscHandlerPpi
00720665-67EB-4A99-BAF7-D3C33A1C7CC9,EfiTcp4ServiceBindingProtocol
00C86DB8-013B-4FF4-B8E9-208F4FCF1C00,LibSignal
00CA959F-6CFA-4DB1-95BC-E46C47514390,EfiTlsProtocol
00D24382-8231-4B18-A4F0-2D94D8FE2E81,SmmPciExpressLib
00D6B14B-7DD0-4062-8821-E5F96A2A1B00,FspReservedMemoryResourceHobMisc
00DBD91D-55E9-420F-9639-5E9F8437B44F,EfiExtendedSalStatusCodeServicesProtocol
00F93D8C-00A6-42D0-9327-11CE309B944A,OpalPasswordSupportLib
01190654-FED0-40D3-BA7F-2925539E5830,BaseS3SmbusLib
01359D99-9446-456D-ADA4-50A711C03ADB,BaseCacheLib
0167CCC4-D0F7-4F21-A3EF-9E64B7CDCE8B,ScsiBus
0170F60C-1D40-4651-956D-F0BD9879D527,Virtio10
0174B2B5-F505-4B12-AA60-59DFF8D6EA37,ShellNetwork2Hii
018E1925-D6A2-4A2A-8958-817610A15ADF,PeiS3LibNull
01D127EA-F6F1-4EF6-9415-8A000093F89D,UEfiCorebootPayloadPkgTokenSpace
01F34D25-4DE2-23AD-3FF3-36353FF323F1,EfiPeiPcdPpi
021722D8-522B-4079-852A-FE44C2C13F49,SataController
021B6156-3CC8-4E99-85EE-13D8A871EDF2,ArmVirtMemoryInitPeiLib
021BD2CA-51D2-11E3-8E56-B75417C70B44,UsbDeviceProtocol
024D3127-7B60-48F4-A6FE-726E19CD4CEB,PeiPlatformHelperLib
024DEE41-33E7-11D3-9D69-0008C781F39F,EfiPartTypeLegacyMbr
025BBFC7-E6A9-4B8B-82AD-6815A1AEAF4A,MnpDxe
025F738B-4EBD-4D55-B728-5F421B601F1F,PlatformInfoDxe
025F738B-4EBD-4D55-B728-5F421B601F20,PlatformCpuInfoDxe
02805010-2591-4ED3-827B-A218F34AE0D7,DxePlatformHelperLib
028080A3-8958-4A62-A1A8-0FA1DA162007,SmmCryptLib
02B01AD5-7E59-43E8-A6D8-238180613A5A,EmuVariableRuntimeDxe
02BD55C2-AB1D-4B75-B0FD-9A63AE09B31D,BaseMemoryLibOptDxe
02CE967A-DD7E-4FFC-9EE7-810CF0470880,EfiEndOfDxeEventGroup
02EEA107-98DB-400E-9830-460A1542D799,Ip6ConfigNvData
02F04694-2C0A-4F1E-B0CE-64BE25890B03,DebugAgentTimerLibNull
03583FF6-CB36-4940-947E-B9B39F4AFAF7,EfiSmbiosProtocol
036F84E1-7F37-428C-A79E-575FDFAA84EC,EfiIommuDMArErrorSection
0379BE4E-D706-437D-B037-EDB82FB772A4,EfiDevicePathUtilitiesProtocol
0397B0C9-22E8-459E-A4FF-99BC65270929,Tpm2StartupLocalityHob
03C4E603-AC28-11D3-9A2D-0090273FC14D,EfiPxeBaseCodeProtocol
03D05EE4-CDEB-458C-9DFC-993F09BDF405,ArmGicLib
03DA99B3-DDF4-4C7E-8CCA-216FC3F1F311,BaseFspSecPlatformLibNull
03F3331B-F12D-494F-BF37-E55A657F2497,BaseSortLib
03FDF171-1D67-4ACE-A904-3E36D338FA74,SeCPlatformReadyToBoot
0419F582-0625-4531-8A33-85A9965C95BC,WinNtBusDriver
044310AB-77FD-402A-AF1A-87D4120E7329,FirmwarePerformanceSmm
0468A601-C535-46FD-A95D-BBAB991B178C,EfiPowerOnHob
04A76C80-06B9-445E-B73E-CB8C61A6A964,SIO791
04B37FE8-F6AE-480B-BDD5-37D98C5E89AA,EdkiiVarErrorFlag
04E03541-4663-417D-93F6-976378247D61,CsmSupportLib
050EB8C6-C12E-4B86-892B-40985E8B3137,UefiDevicePathLibDevicePathProtocol
0558CAEA-FEF3-4B6D-915E-8742EFE6DEE1,SmbusLib
0565365C-2FE1-4F88-B3BE-624C04623A20,MicrocodeUpdateDxe
056E7324-A718-465B-9A84-228F06642B4F,PlatformDxe
057A449A-1FDC-4C06-BFC9-F53F6A99BB92,EfiPciCfg2Ppi
057C712A-84F0-4F4A-94CB-713EEF002E2F,PeiNt32PeCoffExtraActionLib
05AD34BA-6F02-4214-952E-4DA0398E2BB9,EfiDxeServicesTable
05C99A21-C70F-4AD2-8A5F-35DF3343F51E,EfiDevicePathFromTextProtocol
060CC026-4C0D-4DDA-8F41-595FEF00A502,MemoryStatusCodeRecord
0619F5C2-4858-4CAA-A86A-73A21A18DF6B,GenericWatchdogDxe
062ACC82-1D1E-4F61-AA94-8B0C47236A3D,BootScriptSaveOnS3SaveStateThunk
064B4C5B-C5EF-4EFF-85DF-65518EF1314D,SmmServicesTableLib
06E81C58-4AD7-44BC-8390-F10265F72480,PcdPpi
073E2576-F6C1-4B91-92A9-D4675DDA34B1,PttPassThruProtocol
074E1E48-8132-47A1-8C2C-3F14AD9A66DC,EfiGlobalNvsAreaProtocol
0784924F-E296-11D4-9A49-0090273FC14D,EfiDriverDiagnosticsProtocol
079E8E98-AE93-4B9A-8A71-1DC869F23E09,ShellSortTestApp
07A9330A-F347-11D4-9A49-0090273FC14D,Metronome
07D25BBB-F832-41BB-BBA0-612E9F033067,RuntimeDxeReportStatusCodeLib
07D75280-27D4-4D69-90D0-5643E238B341,EfiPciPlatformProtocol
08018188-42CD-BB48-100F-5387D53DED3D,EfiPersistentVirtualCd
08464531-4C99-4C4C-A887-8D8BA4BBB063,Ps2MouseDxe
08F74BAA-EA36-41D9-9521-21A70F8780BC,EfiDiskInfoScsiInterface
0922E604-F5EC-42EF-980D-A35E9A2B1844,IpSecConfig
093E0FAE-A6C4-4F50-9F1B-D41E2B89C19A,EfiCertSha512
09576E91-6D3F-11D2-8E39-00A0C969723B,EfiDevicePathProtocol
09576E92-6D3F-11D2-8E39-00A0C969723B,EfiFileInfo
09576E93-6D3F-11D2-8E39-00A0C969723B,EfiFileSystemInfo
09831032-6FA3-4484-AF4F-0A000A8D3A82,PL180MciDxe
0983616A-49BC-4732-B531-4AF98D2056F0,EarlyFdtPL011SerialPortLib
09B17D99-BB07-49A8-B0D2-06D6AFCBE3AB,OmapDmaLib
09CEFA99-0D07-487F-A651-FB44F094B1C7,SP804TimerLib
09EA8911-BE0D-4230-A003-EDC693B48E11,VlvPeiInitPpi
09EA894A-BE0D-4230-A003-EDC693B48E95,PchInitPpi
0A1D4FD8-4704-4501-85EB-93399492CBED,DevShell
0A2FBD15-1C25-407E-8915-60C5652BC2AA,SystemFirmwareUpdateDxe
0A66E322-3740-4CCE-AD62-BD172CECCA35,ScsiDisk
0A8BADD5-03B8-4D19-B128-7B8F0EDAA596,EfiConfigKeywordHandlerProtocol
0ABD8284-6DA3-4616-971A-83A5148067BA,IsaFloppyDxe
0AD3D31B-B3D8-4506-AE71-2EF11006D90F,UefiAcpiBoardInfo
0AD6C423-4732-4CF3-9CE3-0A5416D634A5,DxeRsa2048Sha256GuidedSectionExtractLib
0AE8CE5D-E448-4437-A8D7-EBF5F194F731,EfiDxeIplPpi
0AF0B742-63EC-45BD-8DB6-71AD7F2FE8E8,ShellDriver1Hii
0AF7C79C-65B5-4319-B0AE-44EC484E4AD7,EfiHashAlgorithmMD5
0B04B2ED-861C-42CD-A22F-C3AAFACCB896,FbGop
0B04B2ED-861C-42CD-A22F-C3AAFACCB896,BiosVideoDxe
0B64AAB0-5429-11D4-9816-00A0C91FADCF,EfiBisProtocol
0B6E5233-A65C-44C9-9407-D9AB83BFC8BD,EfiCertSha224
0B6F5CA7-4F53-445A-B76E-2E365B806366,ArmVirtTokenSpace
0BA38EBD-E190-4DF7-8EC4-0A6E2B43772D,LockBoxNullLib
0BF70067-D53B-42DF-B770-E92C91C61411,EfiTdtProtocol
0C0AC8C1-E368-4D20-85FE-23EFB3DB094E,IntelPchAcpiTimerLib
0C0F3B43-44DE-4907-B478-225F6F6289DC,UsbKeyboardLayoutPackage
0C2070F9-02A7-4E8E-B584-84EA922363FB,PeiNt32OemHookStatusCodeLib
0C34B372-2622-4A13-A46E-BFD0DEB48BFF,I2cBusDxe
0C95A916-A006-11D4-BCFA-0080C73C8881,WinNtThunkDxe
0C95A928-A006-11D4-BCFA-0080C73C8881,EfiWinNtVirtualDisks
0C95A92F-A006-11D4-BCFA-0080C73C8881,EfiWinNtPhysicalDisks
0C95A935-A006-11D4-BCFA-0080C73C8881,EfiWinNtFileSystem
0C95A93D-A006-11D4-BCFA-0080C73C8881,EfiWinNtSerialPort
0CA970E1-43FA-4402-BC0A-81AF336BFFD6,DxeImageVerificationLib
0CC252D2-C106-4661-B5BD-3147A4F81F92,EfiPrint2SProtocol
0D244DF9-6CE3-4133-A1CF-53200AB663AC,FspsWrapperPeim
0D3FB176-9569-4D51-A3EF-7D61C64FEABA,EfiSecurityPkgTokenSpace
0D51905B-B77E-452A-A2C0-ECA0CC8D514A,EdkiiNonDiscoverableDeviceProtocol
0D79A645-1D91-40A6-A81F-61E6982B32B4,EfiNt32PkgTokenSpace
0D8E6E4E-B029-475F-9122-60A3FEDBA8C0,DxeIoLibEsal
0D9A1427-E02A-437D-926B-AA521FD722BA,EfiPciLanInfo
0DA55BC9-45F8-4BB4-8719-5224F18A4D45,EfiWiFiProtocol
0DB48A36-4E54-EA9C-9B09-1EA5BE3A660B,EfiRestProtocol
0DC65ADC-A973-4130-8DF0-2ADBEB9E4A31,FirmwarePerformanceS3Pointer
0DC73AED-CBF6-4A25-A68D-59C80F44C7C3,EfiDFUVer
0DCE384D-007C-4BA5-94BD-0F6EB64D2AA9,PeiNtAutoScanPpi
